outlet_id,outlet_name,state,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes,analysis_tier,core_inclusion,source_file,source_row_number
PA003,El Sol Latino Newspaper,Pennsylvania,Philadelphia,,unclear_current_operation,unclear,yes,Spanish-language community newspaper,directory-level evidence only in this pass,pending_verification,,"Need current website, cadence and ownership evidence.",pending_verification,no,data/verification/pennsylvania_verification_v1.csv,4
PA030,Epoch Times Philadelphia edition/presence,Pennsylvania,Philadelphia,https://www.theepochtimes.com/,yes,yes,partly,national multilingual news organization with Chinese-diaspora roots,Philadelphia-area Asian media participation; no distinct local immigrant-serving Philadelphia newsroom established,boundary_or_exclude_core,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Do not count as core Pennsylvania immigrant outlet absent distinct local immigrant-serving operation.,other_review_status,no,data/verification/pennsylvania_verification_v1.csv,31
PA023,Hola Pittsburgh,Pennsylvania,Pittsburgh,https://holapittsburgh.com/,unclear,unclear,yes,Latino community information/media site,community information role evident; sustained journalism not verified,pending_verification,https://holapittsburgh.com/,Do not move into core frame until journalism criterion is met.,pending_verification,no,data/verification/pennsylvania_verification_v1.csv,24
PA004,Impacto Latin Newspaper Philadelphia,Pennsylvania,Philadelphia,,unresolved,unresolved,likely_yes,unresolved Spanish-language newspaper candidate,possible legacy/duplicate identity; current PA operation not established,hold_identity_resolution,,Do not include until distinct current outlet is identified.,hold_for_review,no,data/verification/pennsylvania_verification_v1.csv,5
PA015,Indonesian Lantern,Pennsylvania,Philadelphia metro,,yes_as_org_identity,likely_yes,yes,Indonesian community media outlet,identified with named leader in Philadelphia Asian-media coalition,verified_include_with_secondary_evidence,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Include provisionally; confirm cadence and journalism format.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,16
PA005,Inti Media,Pennsylvania,Philadelphia,https://www.intimedia.org/,yes,yes,yes,independent nonprofit Latine-led newsroom and production hub,founded 2024; multilingual newsroom; staff; community-centered reporting; immigration/social-issues coverage,verified_include,https://www.intimedia.org/mission,Excellent core case; strong nonprofit/community-centered institutional model.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,6
PA013,Korean Phila Times,Pennsylvania,Philadelphia metro,,yes_as_org_identity,yes,yes,Korean community news organization,named newsroom leaders in 2024 Philadelphia Asian-media coalition,verified_include_with_secondary_evidence,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Likely distinct outlet; confirm direct site and relationship to Korea Times Philadelphia in next pass.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,14
PA029,La Mega Nota - Pittsburgh distribution,Pennsylvania,Pittsburgh / Western Pennsylvania,https://lamega1.com/,likely_yes,likely_yes,yes,Spanish-language print product within Ohio-based La Mega network,distributed in Pittsburgh market; parent organization based outside Pennsylvania,multistate_market_case,https://lamega1.com/,Retain as market-serving product; avoid double counting with parent/network.,contextual_noncore,no,data/verification/pennsylvania_verification_v1.csv,30
PA021,La Mega Pittsburgh,Pennsylvania,Pittsburgh,https://lamega1.com/,likely_yes,mixed_news_entertainment,yes,Spanish-language radio service; Ohio-based parent network,Pittsburgh service identity; community/news role mixed with entertainment; parent outside Pennsylvania,multistate_market_case,https://lamega1.com/,Retain as Pittsburgh-market outlet but code host/state separately.,contextual_noncore,no,data/verification/pennsylvania_verification_v1.csv,22
PA008,Metro Chinese Weekly,Pennsylvania,Greater Philadelphia,https://newmainstreammedia.com/,yes_via_parent,yes,yes,Chinese-language weekly within New Mainstream Media,64-page weekly; publisher identified; Asian media coalition; parent-company structure,verified_include,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Strong language-community outlet; parent/host should be linked separately.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,9
PA010,Metro Korean News,Pennsylvania,Greater Philadelphia,https://newmainstreammedia.com/,likely_yes_via_parent,likely_yes,yes,Korean-language publication within New Mainstream Media,parent company publishes multilingual Asian community media; direct current publication evidence weaker than Chinese/Vietnamese titles,pending_deeper_verification,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Retain pending direct publication verification.,pending_verification,no,data/verification/pennsylvania_verification_v1.csv,11
PA009,Metro Viet News,Pennsylvania,Greater Philadelphia,https://newmainstreammedia.com/,yes_via_parent,yes,yes,Vietnamese-language weekly within New Mainstream Media,32-page weekly; publisher identified; Asian media coalition; parent-company structure,verified_include,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Strong language-community outlet; parent/host should be linked separately.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,10
PA007,Motivos Magazine,Pennsylvania,Philadelphia,https://motivosmag.com/,yes,mixed_not_core_news,yes,bilingual Latino youth/community magazine,"English/Spanish print magazine; youth, college, career and culture orientation",comparison_or_exclude_core,https://www.motivosmag.com/,"Community-serving media, but not clearly sustained journalism/public-affairs enough for core frame.",contextual_noncore,no,data/verification/pennsylvania_verification_v1.csv,8
PA011,New Mainstream Media / New Mainstream Press,Pennsylvania,Bala Cynwyd / Philadelphia metro,https://newmainstreammedia.com/,yes,no_as_single_outlet,yes,multilingual Asian media parent/host organization,publishes Metro Chinese Weekly and Metro Viet News; operates WeChat channel and advertising network,classify_intermediary_host,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Do not count as one outlet; add to host/network table.,other_review_status,no,data/verification/pennsylvania_verification_v1.csv,12
PA014,Philadelphia Asian News,Pennsylvania,Philadelphia,,yes_as_org_identity,yes,yes,Vietnamese community news organization,identified with named leader in Philadelphia Asian-media coalition,verified_include_with_secondary_evidence,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Strong candidate; direct site needed for institutional-depth coding.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,15
PA018,Philain Media,Pennsylvania,Philadelphia metro,,yes_as_org_identity,likely_yes,yes,Korean community media outlet,named leader in Philadelphia Asian-media coalition,pending_deeper_verification,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Retain pending current site and publication details.,pending_verification,no,data/verification/pennsylvania_verification_v1.csv,19
PA016,PhilaNewsNow,Pennsylvania,Philadelphia,,yes_as_org_identity,likely_yes,yes,Asian/community news organization,identified with named leader in Philadelphia Asian-media coalition,pending_deeper_verification,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,"Need language, audience and current publication details before core inclusion.",pending_verification,no,data/verification/pennsylvania_verification_v1.csv,17
PA019,PhillyTalks.com,Pennsylvania,Philadelphia metro,https://phillytalks.com/,yes_as_org_identity,likely_yes,yes,Korean/English community digital news outlet,named leader in Philadelphia Asian-media coalition; Korean/English orientation,pending_deeper_verification,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,Retain; direct site/activity check still needed.,pending_verification,no,data/verification/pennsylvania_verification_v1.csv,20
PA020,Pittsburgh Latino Magazine / PRESENTE Pittsburgh Media,Pennsylvania,Pittsburgh / Western Pennsylvania,https://pitlatinomag.com/,yes,yes,yes,bilingual Latino print/digital publication within Presente Pittsburgh Media LLC,founded 2020; founder identified; print/digital; local stories; Latino community mission,verified_include,https://pitlatinomag.com/about/,Strong Western Pennsylvania Latino media case.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,21
PA027,Puerto Rican Panorama,Pennsylvania,Philadelphia,,unclear_current_operation,historically_yes,yes,Latino/Puerto Rican public-affairs television program,long-running community public-affairs identity; current 2026 production not firmly verified,pending_verification,,Retain candidate pending current schedule.,pending_verification,no,data/verification/pennsylvania_verification_v1.csv,28
PA022,Radio Las Palmas,Pennsylvania,Pittsburgh,,unclear_current_operation,unclear,yes,Latino community radio operation,community-radio identity known; no strong 2026 direct evidence found in this pass,pending_verification,,Retain candidate pending current schedule and journalism/public-affairs evidence.,pending_verification,no,data/verification/pennsylvania_verification_v1.csv,23
PA025,Telemundo 62 / WWSI,Pennsylvania,Philadelphia,https://www.telemundo62.com/,yes,yes,yes,Spanish-language local television newsroom; Telemundo/NBCUniversal,active 2026 local coverage; dedicated local newsroom; immigration/community reporting; news standards,verified_include,https://www.telemundo62.com/noticias/local/,Strong large-network comparison case.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,26
PA012,The Korea Times Philadelphia,Pennsylvania,Elkins Park / Philadelphia metro,https://koreatimesphila.com/,likely_yes,yes,yes,Korean-language community newspaper,current local Korean/Pennsylvania publication identity; direct institutional detail limited,verified_include_with_site_limit,https://koreatimesphila.com/,Eligible; deeper ownership/staff coding still needed.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,13
PA026,Univision 65 / WUVP,Pennsylvania,Philadelphia,https://www.univision.com/local/philadelphia-wuvp,yes,yes,yes,Spanish-language local television newsroom; TelevisaUnivision,active 2026 local news; dedicated newsroom team; explicit Delaware Valley Hispanic-service mission,verified_include,https://www.univision.com/local/philadelphia-wuvp/quienes-somos,Strong network-affiliated local-news case.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,27
PA024,WFMZ Edición en Español,Pennsylvania,Lehigh Valley / Allentown,https://www.wfmz.com/,yes_brand_known,likely_yes,yes,Spanish-language local-news product within WFMZ,local Spanish-news product known; site access limited during verification,verified_include_with_site_limit,https://www.wfmz.com/,Include as network-affiliated local Spanish-news comparison; verify staffing later.,core_verified,yes,data/verification/pennsylvania_verification_v1.csv,25
RI001,Acontecer Latino,Rhode Island,Providence / statewide,https://acontecerlatino.com/,yes,yes,yes,Spanish-language digital news outlet,active 2026 local Rhode Island reporting; about page explicitly centers Hispanic communities and local/state news,verified_include,https://acontecerlatino.com/,Strong current Latino digital-news case.,core_verified,yes,data/verification/rhode_island_verification_v1.csv,2
RI002,Noticias Rhode Island,Rhode Island,Statewide,https://noticiasrhodeisland.com/,yes,yes_mixed_news_information,yes,Spanish-language digital community news outlet,active Sept. 2026; founded in 2016 to fill information gap among Spanish-speaking Rhode Islanders,verified_include_mixed_format,https://noticiasrhodeisland.com/,Current and community-focused; deeper pass should document ownership/staff.,core_verified,yes,data/verification/rhode_island_verification_v1.csv,3
RI005,Nuevos Horizontes,Rhode Island,Providence,,inactive_or_historical,historically_yes,yes,historic Latino newspaper,archived issues preserved by Rhode Island Latino History Community Archives,exclude_inactive_archive,https://rilatinohistorycollections.omeka.net/items/browse?collection=19,Historical ecosystem case.,other_review_status,no,data/verification/rhode_island_verification_v1.csv,6
RI004,Presencia,Rhode Island,Providence,,inactive_or_historical,historically_yes,yes,historic Latino newspaper,archived issues preserved by Rhode Island Latino History Community Archives,exclude_inactive_archive,https://rilatinohistorycollections.omeka.net/items/browse?collection=19,Historical ecosystem case.,other_review_status,no,data/verification/rhode_island_verification_v1.csv,5
RI003,Providence en Español,Rhode Island,Providence / statewide,https://providenceenespanol.com/,site_active_but_recent_news_unclear,historically_yes,yes,long-running Latino newspaper/digital outlet,"about page describes daily digital Latino news mission, but visible indexed articles are largely older; current newsroom activity not firmly established",pending_deeper_verification,https://providenceenespanol.com/about-us/,Do not count as current core until recent publishing cadence is verified.,pending_verification,no,data/verification/rhode_island_verification_v1.csv,4
RI006,Providence Journal Página Latina,Rhode Island,Providence,,inactive_archive,historically_yes,partly,historic Spanish-language hosted product in mainstream newspaper,archived Spanish-language pages documented by Rhode Island Latino History Community Archives,exclude_inactive_archive,https://rilatinohistorycollections.omeka.net/items/show/319,Useful historical hosted-language comparison.,other_review_status,no,data/verification/rhode_island_verification_v1.csv,7
SD001,El Sol Media Group / El Sol Newspaper,South Dakota,Sioux Falls / statewide,https://www.elsolmedia.com/,yes,yes_mixed_news_information,yes,Spanish-language newspaper within local media group,"serves Spanish-speaking South Dakota; distributes across 30+ locations; editorial content includes immigration, education, health, business and community affairs",verified_include,https://www.elsolmedia.com/about-us.html,Strong Latino community-media case.,core_verified,yes,data/verification/south_dakota_verification_v1.csv,2
SD002,El Sol Television,South Dakota,Sioux Falls / statewide,https://www.elsolmedia.com/,yes,yes_mixed_public_affairs,yes,Spanish-language television program within El Sol Media Group,"weekly KTTW FOX program; 100+ episodes; local Hispanic community events, public figures and current topics",verified_include_hosted_program,https://www.elsolmedia.com/advertise-with-us.html,Link to SD001 host; do not treat host and program as unrelated organizations.,core_verified,yes,data/verification/south_dakota_verification_v1.csv,3
SD003,Que Pasa Sioux Falls,South Dakota,Sioux Falls,https://quepasasiouxfalls.org/,yes,mixed_news_resources,yes,community nonprofit/information-news platform,"explicit mission to provide essential news, resources and opportunities in Spanish for Hispanic and immigrant community",verified_include_mixed_format,https://quepasasiouxfalls.org/,Eligible as hybrid information/news infrastructure; deeper pass should assess original reporting frequency.,core_verified,yes,data/verification/south_dakota_verification_v1.csv,4
SD004,Sioux Falls Somali/refugee media lead,South Dakota,Sioux Falls,,unresolved,unresolved,likely_yes_if_found,unresolved refugee-language media lead,no distinct sustained newsroom verified in first pass,hold_unresolved,,Retain for deeper community-radio/social-video search.,hold_for_review,no,data/verification/south_dakota_verification_v1.csv,5
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,Nashville / Middle Tennessee,https://www.wxnafm.org/announcing-new-show-denge-kurdistan-voice-of-kurdistan/,yes,yes_public_affairs,yes,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,launched Apr. 2026; weekly discussion of Kurdish culture,history,politics and current issues,verified_include_hosted_program,other_review_status,no,data/verification/tennessee_verification_v1.csv,6
TN006,El Crucero de Tennessee,Tennessee,Nashville / Middle Tennessee,,historical_or_unclear,historically_yes,yes,Spanish-language weekly newspaper,local government records document long-running Spanish-language weekly founded in 1999; current 2026 publication not firmly established,pending_verification,https://nashville.legistar.com/LegislationDetail.aspx?GUID=774F56F4-D066-4831-82E4-2D7B6F90400C&ID=5400507&Options=&Search=,Retain pending current publication evidence.,pending_verification,no,data/verification/tennessee_verification_v1.csv,7
TN007,La Prensa Latina,Tennessee,Memphis,,historical_or_unclear,historically_yes,yes,Spanish-language Memphis newspaper,documented in Tennessee public-notice records and media listings; current operation not established in this pass,pending_verification,https://dogvxws799i6n.cloudfront.net/wp-content/uploads/2020-21-CAPER_final-with-appendix.pdf,Retain candidate; avoid treating as active without current evidence.,pending_verification,no,data/verification/tennessee_verification_v1.csv,8
TN003,Latino News Tennessee,Tennessee,Statewide / Middle Tennessee,https://latinonewsoftn.com/,yes,yes_mixed_local_international,yes,Spanish-language digital news outlet,active 2026 site with Tennessee,U.S.,sports and Latin American coverage,verified_include_mixed_format,other_review_status,no,data/verification/tennessee_verification_v1.csv,4
TN001,Memphis Noticias,Tennessee,Memphis / West Tennessee,https://memphisnoticias.com/,yes,yes,yes,independent Spanish-language digital newsroom,active Sept. 2026; explicit mission to serve Memphis Spanish-speaking and immigrant communities; staff/editorial commitments publicly described,verified_include,https://memphisnoticias.com/our-story/,Excellent core immigrant-serving newsroom.,core_verified,yes,data/verification/tennessee_verification_v1.csv,2
TN002,Nashville Noticias,Tennessee,Nashville / Middle Tennessee,https://nashvillenoticias.com/,yes,yes,yes,Spanish-language digital local-news outlet,active Sept. 2026 local Nashville and Tennessee reporting; site identifies Nashville Noticias LLC and Hispanic-community mission,verified_include,https://nashvillenoticias.com/,Strong current local Spanish-language case.,core_verified,yes,data/verification/tennessee_verification_v1.csv,3
TN004,Que Pasa Nashville,Tennessee,Nashville / Middle Tennessee,https://www.newschannel5.com/plus/que-pasa-nashville,yes,yes_public_affairs,yes,hosted Hispanic-community public-affairs program on NewsChannel 5+,current 2026 weekly broadcasts; interviews community leaders and organizations about opportunities and challenges facing Hispanic community,verified_include_hosted_program,https://www.newschannel5.com/plus/que-pasa-nashville,Strong hosted-program case.,core_verified,yes,data/verification/tennessee_verification_v1.csv,5
TX030,African community media Houston candidate,Texas,Houston,,unresolved,unresolved,yes,unresolved African-diaspora media candidate,"Houston ethnic-media ecosystem includes West African outlets, but this placeholder does not identify one distinct organization",hold_unresolved,https://www.houstonchronicle.com/news/houston-texas/article/houston-ethnic-media-outlets-19746037.php,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.,hold_for_review,no,data/verification/texas_verification_v1.csv,31
TX022,Al Día Dallas,Texas,Dallas-Fort Worth,https://www.dallasnews.com/espanol/al-dia/,yes,yes,yes,Spanish-language newsroom/product within Dallas Morning News,current Spanish-language general and local news; institutional parent visible,verified_include,https://www.dallasnews.com/espanol/al-dia/,Strong network-affiliated comparison case.,core_verified,yes,data/verification/texas_verification_v1.csv,23
TX006,Arab Voices,Texas,Houston,https://www.arabvoices.net/,yes,yes,yes,independent syndicated Arab-American radio talk show,weekly production since 2002; immigration/civil-rights/news agenda; Houston KPFT carriage,verified_include,https://www.arabvoices.net/about.htm,Very strong immigrant/diaspora public-affairs case.,core_verified,yes,data/verification/texas_verification_v1.csv,7
TX019,Dallas Chinese News Network,Texas,Dallas-Fort Worth,https://dcnn.info/,yes,yes,yes,Chinese-language digital/video community news outlet,current 2026 North Texas news; Chinese-language mission; local reporting/video,verified_include,https://dcnn.info/,Strong current Chinese-language digital-media case.,core_verified,yes,data/verification/texas_verification_v1.csv,20
TX028,Dallas Weekly,Texas,Dallas-Fort Worth,https://dallasweekly.com/,yes,yes,partly,Black/African-diaspora community newsroom,current 2026 newsroom; explicitly identifies African diaspora and growing Black immigrant readership,verified_include_comparison,https://dallasweekly.com/about/,Include as a comparison/boundary case rather than core immigrant outlet; diaspora framing is explicit but mission is broader Black community journalism.,core_verified,yes,data/verification/texas_verification_v1.csv,29
TX017,El Editor,Texas,Lubbock / West Texas,https://eleditor.com/,unclear_current_operation,historically_yes,yes,bilingual Hispanic community newspaper,longstanding West Texas Latino newspaper identity; current publication evidence insufficient in this pass,pending_verification,,Retain candidate; verify 2026 activity before inclusion.,pending_verification,no,data/verification/texas_verification_v1.csv,18
TX021,El Hispano News,Texas,Dallas-Fort Worth,,unclear_current_operation,unclear,yes,Spanish-language community publication,"candidate identity supported by Latino-media discovery, but current operation not verified",pending_verification,,Retain candidate pending current website and publication evidence.,pending_verification,no,data/verification/texas_verification_v1.csv,22
TX018,El Mañana de Nuevo Laredo / border audience candidate,Texas,Laredo / border,,yes_publication,yes,yes_border_audience,Mexico-based cross-border Spanish-language newspaper,serves border region but institutional base is outside United States,exclude_non_us_based,,Exclude from U.S.-based sampling frame unless later protocol explicitly permits foreign-based outlets substantially serving U.S. audiences.,other_review_status,no,data/verification/texas_verification_v1.csv,19
TX014,El Mundo Newspaper,Texas,Austin / Central Texas,https://elmundonewspaper.com/,likely_yes,yes,yes,Spanish-language community newspaper,longstanding Austin/San Antonio distribution; Latino readership,verified_include_with_secondary_evidence,https://en.wikipedia.org/wiki/El_Mundo_(Texas),"Eligible, but replace secondary evidence with current outlet institutional page in next pass.",core_verified,yes,data/verification/texas_verification_v1.csv,15
TX011,Houston Community Media,Texas,Houston,https://houstoncommunitymedia.org/,yes,no_as_single_outlet,yes,multilingual ethnic-media network/intermediary,"launched 2022; network of multilingual/multiracial outlets; training, advocacy and collaborative editorial role",classify_intermediary_not_outlet,https://houstoncommunitymedia.org/our-mission/,Do not count as one newsroom outlet. Retain in host/intermediary table because it is analytically important infrastructure.,contextual_noncore,no,data/verification/texas_verification_v1.csv,12
TX029,Houston Forward Times,Texas,Houston,https://forwardtimes.com/,yes,yes,unclear_as_immigrant_serving,Black community newspaper,active historic Black press outlet; no clear sustained immigrant-serving mission identified,comparison_or_exclude_core,https://forwardtimes.com/,Keep outside core immigrant sampling frame unless later evidence shows sustained immigrant/diaspora service.,contextual_noncore,no,data/verification/texas_verification_v1.csv,30
TX027,Houston Vietnamese News candidate,Texas,Houston,,unresolved,unresolved,yes,unresolved Vietnamese print/digital candidate,no distinct outlet established beyond VIETV and known Vietnamese ecosystem,hold_unresolved,,Do not include until a unique current outlet is identified.,hold_for_review,no,data/verification/texas_verification_v1.csv,28
TX008,HUM FM 103.5,Texas,Houston,,yes,yes_mixed_with_entertainment,yes,South Asian multilingual commercial radio station,24/7 English/Urdu/Hindi service; locally owned; community information and media enterprise,verified_include,https://www.houstonchronicle.com/news/houston-texas/article/houston-ethnic-media-outlets-19746037.php,"Eligible, but code journalism/public-affairs share separately from entertainment programming.",core_verified,yes,data/verification/texas_verification_v1.csv,9
TX024,India Herald,Texas,Houston / Sugar Land,https://india-herald.com/,yes,yes,yes,South Asian weekly community newspaper,current 2026 issues; publisher/editor identified; established 1995; weekly publishing,verified_include,https://india-herald.com/,Strong independent South Asian community-paper case.,core_verified,yes,data/verification/texas_verification_v1.csv,25
TX007,Indo American News,Texas,Houston,https://indoamerican-news.com/,yes,yes,yes,South Asian weekly newspaper and radio operation,2026 weekly editions; 45-year publication history; Texas readership; local/global South Asian news,verified_include,https://indoamerican-news.com/about-ian/,"Excellent institutional case with print, web and radio.",core_verified,yes,data/verification/texas_verification_v1.csv,8
TX020,Korea Times Texas,Texas,Dallas-Fort Worth,,likely_yes,yes,yes,Korean-language community newspaper,Texas/Korean community publication identity; current local institutional page not verified,pending_deeper_verification,,Retain as strong candidate pending direct 2026 local evidence.,pending_verification,no,data/verification/texas_verification_v1.csv,21
TX015,La Prensa Texas,Texas,San Antonio,https://www.laprensatexas.com/,yes,yes,yes,Latina-owned bilingual community newspaper,current 2026 weekly editions; ownership; bilingual mission; print/digital distribution,verified_include,https://www.laprensatexas.com/about,Very strong institutional case; current owner and community mission publicly documented.,core_verified,yes,data/verification/texas_verification_v1.csv,16
TX001,La Voz de Denver Harbor,Texas,Houston,https://lavozdedenverharbor.com/,yes,yes,yes,free neighborhood/community newspaper,current 2026 digital issues; named editor/writers; community mission,verified_include,https://lavozdedenverharbor.com/,Strong current local-community case; immigrant-serving intensity should be coded alongside broader Latino neighborhood focus.,core_verified,yes,data/verification/texas_verification_v1.csv,2
TX013,La Voz de Houston,Texas,Houston,https://www.houstonchronicle.com/la-voz/,yes,yes,yes,Spanish-language Houston Chronicle publication,current Spanish local/news product; Hearst/Houston Chronicle institutional support,verified_include,https://www.houstonchronicle.com/la-voz/,Strong network-affiliated comparison case rather than independent immigrant newsroom.,core_verified,yes,data/verification/texas_verification_v1.csv,14
TX009,Masala Radio 98.7 FM,Texas,Sugar Land / Houston,https://masalaradio.com/,yes,yes_mixed_with_entertainment,yes,Indian/South Asian commercial radio station,active 98.7 service; Indian community orientation; news/current-affairs among entertainment programming,verified_include,https://masalaradio.com/,Eligible mixed-format outlet; deeper coding should distinguish news/public-affairs share.,core_verified,yes,data/verification/texas_verification_v1.csv,10
TX025,Pakistan Chronicle,Texas,Houston,,unclear_current_operation,historically_yes,yes,Pakistani community newspaper,City of Houston historical media-publication listing; no strong 2026 publication evidence found,pending_verification,https://311.houstontx.gov/obo/docsandforms/Media_Publication_List.pdf,Keep in candidate registry but do not place in active frame yet.,pending_verification,no,data/verification/texas_verification_v1.csv,26
TX002,Que Onda Magazine,Texas,Houston,https://queondamagazine.com/,yes,yes,yes,family-owned bilingual Hispanic magazine/news network,current 2026 editions; immigrant-founded; print/digital; advertising and newsroom activity,verified_include,https://queondamagazine.com/blog/,Strong immigrant-founded Latino media case.,core_verified,yes,data/verification/texas_verification_v1.csv,3
TX016,San Antonio Hispano News candidate,Texas,San Antonio,,unresolved,unresolved,likely_yes,unresolved Spanish-language media candidate,exact current outlet identity not established,hold_unresolved,,Do not move into active frame until a distinct outlet and current operation are identified.,hold_for_review,no,data/verification/texas_verification_v1.csv,17
TX012,Semana News,Texas,Houston,https://semananews.com/,likely_yes,likely_yes,yes,Spanish-language local/community news outlet,current outlet identity and Houston Latino focus; institutional details need deeper verification,pending_deeper_verification,https://semananews.com/,"Retain; confirm cadence, ownership and active newsroom structure.",pending_verification,no,data/verification/texas_verification_v1.csv,13
TX005,Southern Chinese Daily News,Texas,Houston,https://www.scdaily.com/,yes,yes,yes,Chinese-language daily newspaper within Southern News Group,daily editions; Houston headquarters; multimedia group structure,verified_include,https://www.houcyp.com/,Strong commercial/networked Chinese-language case.,core_verified,yes,data/verification/texas_verification_v1.csv,6
TX023,Texas Latino News,Texas,Statewide,,unresolved,unresolved,likely_yes,unresolved Latino digital-news candidate,exact current outlet identity not reliably established,hold_unresolved,,"Do not include until identity, site and sustained journalism are verified.",hold_for_review,no,data/verification/texas_verification_v1.csv,24
TX003,The Chinese Times,Texas,Houston,https://chinesetimes.info/,likely_yes,likely_yes,yes,Chinese-language community newspaper,identified by Houston ethnic-media reporting; current direct site verification incomplete,pending_deeper_verification,https://www.houstonchronicle.com/news/houston-texas/article/houston-ethnic-media-outlets-19746037.php,Retain as strong candidate; confirm current ownership/staff in institutional-depth pass.,pending_verification,no,data/verification/texas_verification_v1.csv,4
TX004,U.S. Chinese Channel AM1050,Texas,Houston,,yes,yes,yes,Chinese-language radio/news service,Houston Chronicle documents Chinese-language local/global news and emergency information,verified_include_with_secondary_evidence,https://www.houstonchronicle.com/news/houston-texas/article/houston-ethnic-media-outlets-19746037.php,Strong fit; direct institutional website still needed.,core_verified,yes,data/verification/texas_verification_v1.csv,5
TX026,VIETV Network,Texas,Houston,https://vietv.com/,yes,yes,yes,Vietnamese-language television/radio/media network,Houston headquarters; daily news broadcasts; local/national affiliates; Vietnamese audience,verified_include,https://vietv.com/,Very strong networked diaspora-media case.,core_verified,yes,data/verification/texas_verification_v1.csv,27
TX010,Voice of Asia,Texas,Houston,https://voiceofasia.news/,likely_yes,yes,yes,South Asian/Asian community newspaper/digital outlet,longstanding Houston Asian-community news identity; direct current site available,verified_include,https://voiceofasia.news/,Strong community-media candidate; institutional details need deeper pass.,core_verified,yes,data/verification/texas_verification_v1.csv,11
UT003,Avanza 88.3,Utah,Salt Lake City / statewide,https://www.avanzautah.org/,yes,yes_mixed_public_media,yes,bilingual public-radio/community media service within University of Utah public media,"launched in 2024 by University of Utah, PBS Utah and KUER; substantial bilingual community/public-affairs programming",verified_include_mixed_format,https://www.avanzautah.org/nuestra-comunidad/2026-07-01/two-years-in-edgar-zuniga-reflects-on-avanzas-mission,Strong institutional public-media case.,core_verified,yes,data/verification/utah_verification_v1.csv,4
UT005,El Observador de Utah,Utah,Salt Lake City / statewide,,unclear_current_operation,historically_yes,yes,Spanish-language newspaper,well documented from 2010 as major Utah Hispanic publication; current 2026 operation not established,pending_verification,https://www.deseret.com/2011/2/12/20173171/utah-s-largest-hispanic-publication-celebrates-first-year-rapid-growth/,Retain as historical/current-unclear candidate.,pending_verification,no,data/verification/utah_verification_v1.csv,6
UT002,KUER En Español,Utah,Salt Lake City / statewide,https://www.kuer.org/kuer-en-espanol,yes,yes,yes,Spanish-language news product within KUER public radio newsroom,"statewide politics, education and immigration coverage; twice-weekly human review of AI-translated stories",verified_include_hosted_program,https://www.kuer.org/kuer-en-espanol,Important hosted language-access journalism product.,core_verified,yes,data/verification/utah_verification_v1.csv,3
UT004,Punto de Encuentro,Utah,Salt Lake City / statewide,https://www.avanzautah.org/,yes,yes_public_affairs,yes,Spanish-language hosted public-affairs program on Avanza,current 2026 program discussing Latino community and bilingual public media,verified_include_hosted_program,https://www.avanzautah.org/nuestra-comunidad/2026-07-01/two-years-in-edgar-zuniga-reflects-on-avanzas-mission,Count at program level only if program-level cases are retained consistently.,core_verified,yes,data/verification/utah_verification_v1.csv,5
UT006,The Salt Lake Tribune En Español,Utah,Statewide,https://www.sltrib.com/en-espanol/,yes,yes,yes,Spanish-language product within nonprofit statewide newsroom,active 2026 Spanish-language local reporting including immigration and public-service coverage,verified_include_hosted_language_product,https://www.sltrib.com/en-espanol/,Strong network/hosted comparison; parent newsroom is not immigrant-specific.,core_verified,yes,data/verification/utah_verification_v1.csv,7
