outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
SC002,Latino Newspaper / Latino SC,South Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language statewide newspaper and online outlet | listed by South Carolina DPH as newspaper/online outlet serving Greenville and statewide,Spanish-language statewide newspaper and online outlet,verified_include_with_directory_evidence,"Strong candidate; deeper pass should add current ownership, staff and publication cadence."
SC007,LatinX Today News,South Carolina,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Latinx online news outlet | listed by South Carolina DPH as online media outlet serving Lowcountry/statewide,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC022,Norsan Media South Carolina,South Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language media parent/network | owns/operates La Raza radio properties and other Spanish-language media,Spanish-language media parent/network,classify_intermediary_host,Do not count as one outlet; add to host/network table.
SC017,Radio Revive,South Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | online Spanish-language radio | South Carolina DPH lists current statewide online radio service,online Spanish-language radio,pending_verification,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC009,SC Live TV,South Carolina,community_orientation,unclear,community orientation not explicit enough for deterministic coding,"yes | Latino online TV/media outlet | South Carolina Commission for Minority Affairs describes entertainment, music, shows and breaking news; statewide Latino-media role",Latino online TV/media outlet,verified_include_mixed_format,Eligible as mixed-format Latino media; code journalism share separately.
SC009,SC Live TV,South Carolina,journalism_intensity,journalism_primary,core inclusion plus explicit newsroom/news-publication evidence,"mixed_news_entertainment | Latino online TV/media outlet | South Carolina Commission for Minority Affairs describes entertainment, music, shows and breaking news; statewide Latino-media role",Latino online TV/media outlet,verified_include_mixed_format,Eligible as mixed-format Latino media; code journalism share separately.
SC018,Telemundo South Carolina / GrayTV Telemundo,South Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language local television newsroom within Gray Media | active 2026 local South Carolina Spanish-language news operation,Spanish-language local television newsroom within Gray Media,verified_include,Strong large-network local-news comparison case.
SC008,Universal Latin News Charleston,South Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language online newspaper/digital platform | current 2026 local reporting; publisher identified; local media profile documents Spanish-language information-hub role,Spanish-language online newspaper/digital platform,verified_include,Strong current Lowcountry case.
SD003,Que Pasa Sioux Falls,South Dakota,journalism_intensity,journalism_primary,core inclusion plus explicit newsroom/news-publication evidence,"mixed_news_resources | community nonprofit/information-news platform | explicit mission to provide essential news, resources and opportunities in Spanish for Hispanic and immigrant community",community nonprofit/information-news platform,verified_include_mixed_format,Eligible as hybrid information/news infrastructure; deeper pass should assess original reporting frequency.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,likely_yes_if_found | unresolved refugee-language media lead | no distinct sustained newsroom verified in first pass,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved refugee-language media lead | no distinct sustained newsroom verified in first pass,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association | launched Apr. 2026; weekly discussion of Kurdish culture,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,journalism_intensity,journalism_substantial_mixed_content,sustained journalism coexists with substantial non-journalism content,yes_public_affairs | weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association | launched Apr. 2026; weekly discussion of Kurdish culture,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN006,El Crucero de Tennessee,Tennessee,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language weekly newspaper | local government records document long-running Spanish-language weekly founded in 1999; current 2026 publication not firmly established,Spanish-language weekly newspaper,pending_verification,Retain pending current publication evidence.
TN007,La Prensa Latina,Tennessee,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language Memphis newspaper | documented in Tennessee public-notice records and media listings; current operation not established in this pass,Spanish-language Memphis newspaper,pending_verification,Retain candidate; avoid treating as active without current evidence.
TN003,Latino News Tennessee,Tennessee,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language digital news outlet | active 2026 site with Tennessee,Spanish-language digital news outlet,U.S.,verified_include_mixed_format
TX030,African community media Houston candidate,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,"yes | unresolved African-diaspora media candidate | Houston ethnic-media ecosystem includes West African outlets, but this placeholder does not identify one distinct organization",unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX030,African community media Houston candidate,Texas,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,"unresolved | unresolved African-diaspora media candidate | Houston ethnic-media ecosystem includes West African outlets, but this placeholder does not identify one distinct organization",unresolved African-diaspora media candidate,hold_unresolved,Replace placeholder with named outlet(s) in a dedicated African-diaspora discovery pass.
TX022,Al Día Dallas,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language newsroom/product within Dallas Morning News | current Spanish-language general and local news; institutional parent visible,Spanish-language newsroom/product within Dallas Morning News,verified_include,Strong network-affiliated comparison case.
TX006,Arab Voices,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | independent syndicated Arab-American radio talk show | weekly production since 2002; immigration/civil-rights/news agenda; Houston KPFT carriage,independent syndicated Arab-American radio talk show,verified_include,Very strong immigrant/diaspora public-affairs case.
TX019,Dallas Chinese News Network,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language digital/video community news outlet | current 2026 North Texas news; Chinese-language mission; local reporting/video,Chinese-language digital/video community news outlet,verified_include,Strong current Chinese-language digital-media case.
TX028,Dallas Weekly,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,partly | Black/African-diaspora community newsroom | current 2026 newsroom; explicitly identifies African diaspora and growing Black immigrant readership,Black/African-diaspora community newsroom,verified_include_comparison,Include as a comparison/boundary case rather than core immigrant outlet; diaspora framing is explicit but mission is broader Black community journalism.
TX021,El Hispano News,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"yes | Spanish-language community publication | candidate identity supported by Latino-media discovery, but current operation not verified",Spanish-language community publication,pending_verification,Retain candidate pending current website and publication evidence.
TX014,El Mundo Newspaper,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language community newspaper | longstanding Austin/San Antonio distribution; Latino readership,Spanish-language community newspaper,verified_include_with_secondary_evidence,"Eligible, but replace secondary evidence with current outlet institutional page in next pass."
TX011,Houston Community Media,Texas,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,"yes | multilingual ethnic-media network/intermediary | launched 2022; network of multilingual/multiracial outlets; training, advocacy and collaborative editorial role",multilingual ethnic-media network/intermediary,classify_intermediary_not_outlet,Do not count as one newsroom outlet. Retain in host/intermediary table because it is analytically important infrastructure.
TX029,Houston Forward Times,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,unclear_as_immigrant_serving | Black community newspaper | active historic Black press outlet; no clear sustained immigrant-serving mission identified,Black community newspaper,comparison_or_exclude_core,Keep outside core immigrant sampling frame unless later evidence shows sustained immigrant/diaspora service.
TX027,Houston Vietnamese News candidate,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | unresolved Vietnamese print/digital candidate | no distinct outlet established beyond VIETV and known Vietnamese ecosystem,unresolved Vietnamese print/digital candidate,hold_unresolved,Do not include until a unique current outlet is identified.
TX027,Houston Vietnamese News candidate,Texas,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Vietnamese print/digital candidate | no distinct outlet established beyond VIETV and known Vietnamese ecosystem,unresolved Vietnamese print/digital candidate,hold_unresolved,Do not include until a unique current outlet is identified.
TX008,HUM FM 103.5,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | South Asian multilingual commercial radio station | 24/7 English/Urdu/Hindi service; locally owned; community information and media enterprise,South Asian multilingual commercial radio station,verified_include,"Eligible, but code journalism/public-affairs share separately from entertainment programming."
TX024,India Herald,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | South Asian weekly community newspaper | current 2026 issues; publisher/editor identified; established 1995; weekly publishing,South Asian weekly community newspaper,verified_include,Strong independent South Asian community-paper case.
TX007,Indo American News,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | South Asian weekly newspaper and radio operation | 2026 weekly editions; 45-year publication history; Texas readership; local/global South Asian news,South Asian weekly newspaper and radio operation,verified_include,"Excellent institutional case with print, web and radio."
TX020,Korea Times Texas,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language community newspaper | Texas/Korean community publication identity; current local institutional page not verified,Korean-language community newspaper,pending_deeper_verification,Retain as strong candidate pending direct 2026 local evidence.
TX015,La Prensa Texas,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Latina-owned bilingual community newspaper | current 2026 weekly editions; ownership; bilingual mission; print/digital distribution,Latina-owned bilingual community newspaper,verified_include,Very strong institutional case; current owner and community mission publicly documented.
TX013,La Voz de Houston,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language Houston Chronicle publication | current Spanish local/news product; Hearst/Houston Chronicle institutional support,Spanish-language Houston Chronicle publication,verified_include,Strong network-affiliated comparison case rather than independent immigrant newsroom.
TX009,Masala Radio 98.7 FM,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Indian/South Asian commercial radio station | active 98.7 service; Indian community orientation; news/current-affairs among entertainment programming,Indian/South Asian commercial radio station,verified_include,Eligible mixed-format outlet; deeper coding should distinguish news/public-affairs share.
TX025,Pakistan Chronicle,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Pakistani community newspaper | City of Houston historical media-publication listing; no strong 2026 publication evidence found,Pakistani community newspaper,pending_verification,Keep in candidate registry but do not place in active frame yet.
TX002,Que Onda Magazine,Texas,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | family-owned bilingual Hispanic magazine/news network | current 2026 editions; immigrant-founded; print/digital; advertising and newsroom activity,family-owned bilingual Hispanic magazine/news network,verified_include,Strong immigrant-founded Latino media case.
TX016,San Antonio Hispano News candidate,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,likely_yes | unresolved Spanish-language media candidate | exact current outlet identity not established,unresolved Spanish-language media candidate,hold_unresolved,Do not move into active frame until a distinct outlet and current operation are identified.
TX016,San Antonio Hispano News candidate,Texas,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Spanish-language media candidate | exact current outlet identity not established,unresolved Spanish-language media candidate,hold_unresolved,Do not move into active frame until a distinct outlet and current operation are identified.
TX012,Semana News,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language local/community news outlet | current outlet identity and Houston Latino focus; institutional details need deeper verification,Spanish-language local/community news outlet,pending_deeper_verification,"Retain; confirm cadence, ownership and active newsroom structure."
TX005,Southern Chinese Daily News,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language daily newspaper within Southern News Group | daily editions; Houston headquarters; multimedia group structure,Chinese-language daily newspaper within Southern News Group,verified_include,Strong commercial/networked Chinese-language case.
TX023,Texas Latino News,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,likely_yes | unresolved Latino digital-news candidate | exact current outlet identity not reliably established,unresolved Latino digital-news candidate,hold_unresolved,"Do not include until identity, site and sustained journalism are verified."
TX023,Texas Latino News,Texas,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Latino digital-news candidate | exact current outlet identity not reliably established,unresolved Latino digital-news candidate,hold_unresolved,"Do not include until identity, site and sustained journalism are verified."
TX003,The Chinese Times,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language community newspaper | identified by Houston ethnic-media reporting; current direct site verification incomplete,Chinese-language community newspaper,pending_deeper_verification,Retain as strong candidate; confirm current ownership/staff in institutional-depth pass.
TX004,U.S. Chinese Channel AM1050,Texas,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language radio/news service | Houston Chronicle documents Chinese-language local/global news and emergency information,Chinese-language radio/news service,verified_include_with_secondary_evidence,Strong fit; direct institutional website still needed.
TX026,VIETV Network,Texas,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese-language television/radio/media network | Houston headquarters; daily news broadcasts; local/national affiliates; Vietnamese audience,Vietnamese-language television/radio/media network,verified_include,Very strong networked diaspora-media case.
TX010,Voice of Asia,Texas,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | South Asian/Asian community newspaper/digital outlet | longstanding Houston Asian-community news identity; direct current site available,South Asian/Asian community newspaper/digital outlet,verified_include,Strong community-media candidate; institutional details need deeper pass.
UT003,Avanza 88.3,Utah,community_orientation,unclear,community orientation not explicit enough for deterministic coding,"yes | bilingual public-radio/community media service within University of Utah public media | launched in 2024 by University of Utah, PBS Utah and KUER; substantial bilingual community/public-affairs programming",bilingual public-radio/community media service within University of Utah public media,verified_include_mixed_format,Strong institutional public-media case.
UT005,El Observador de Utah,Utah,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language newspaper | well documented from 2010 as major Utah Hispanic publication; current 2026 operation not established,Spanish-language newspaper,pending_verification,Retain as historical/current-unclear candidate.
UT002,KUER En Español,Utah,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"yes | Spanish-language news product within KUER public radio newsroom | statewide politics, education and immigration coverage; twice-weekly human review of AI-translated stories",Spanish-language news product within KUER public radio newsroom,verified_include_hosted_program,Important hosted language-access journalism product.
UT006,The Salt Lake Tribune En Español,Utah,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language product within nonprofit statewide newsroom | active 2026 Spanish-language local reporting including immigration and public-service coverage,Spanish-language product within nonprofit statewide newsroom,verified_include_hosted_language_product,Strong network/hosted comparison; parent newsroom is not immigrant-specific.
UT001,Utah Korean Newspaper,Utah,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language monthly community newspaper hosted by Korean American Federation of Utah | digital archive shows monthly issues through Sept. 2026; editor listed; federation-hosted,Korean-language monthly community newspaper hosted by Korean American Federation of Utah,verified_include_hosted_program,Strong Korean diaspora case; hosted by community association rather than stand-alone newsroom.
UT007,Utah Latino News / Latino community digital candidate,Utah,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Latino digital outlet candidate | no distinct verified outlet established in this pass,unresolved Latino digital outlet candidate,hold_unresolved,Retain as discovery lead only.
UT008,Utah Refugee & Immigrant community media programs,Utah,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | program-level discovery lead | no sustained newsroom/program identified with sufficient evidence in this pass,program-level discovery lead,hold_unresolved,"Useful gap-search target for Arabic, Somali, Swahili, Dari/Pashto and other refugee-language media."
UT008,Utah Refugee & Immigrant community media programs,Utah,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | program-level discovery lead | no sustained newsroom/program identified with sufficient evidence in this pass,program-level discovery lead,hold_unresolved,"Useful gap-search target for Arabic, Somali, Swahili, Dari/Pashto and other refugee-language media."
VT005,Independent Vermont Latino newsroom lead,Vermont,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved independent Latino-media lead | first-pass search did not firmly verify a distinct independent immigrant-serving newsroom,unresolved independent Latino-media lead,hold_unresolved,Do not infer absence; retain for deeper directory/community search.
VT001,"Many Voices, One Vermont",Vermont,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,"yes | hosted community-radio current-affairs program on WBTV-LP | launched 2026; Sundays 1:00–1:30 PM; produced with CVRAN, USCRI Vermont, VAAP and partners; centers refugee, asylum-seeker and newcomer voices",hosted community-radio current-affairs program on WBTV-LP,verified_include_hosted_program,Strong hosted newcomer/refugee media case.
VT004,Migrant Justice / Justicia Migrante media-information infrastructure,Vermont,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,"yes | worker-led immigrant rights organization with bilingual information channels | publishes Spanish-language campaign updates, press resources and community information but is not a newsroom",worker-led immigrant rights organization with bilingual information channels,classify_information_infrastructure_not_outlet,Useful community information intermediary; exclude from core outlet count.
VT002,Vermont Public Spanish-language radio hour,Vermont,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"yes_language_service | Spanish-language hosted radio product within Vermont Public | Vermont Public reported a new Spanish-language radio hour beginning in Sept. 2026, but first-pass search did not establish program title, cadence or editorial structure",Spanish-language hosted radio product within Vermont Public,pending_deeper_verification,Retain pending exact program identity and schedule.
VA004,El Tiempo Latino - Virginia service,Virginia,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language regional newsroom based in Washington | DC,Spanish-language regional newsroom based in Washington,active 2026 local coverage and daily newsletter explicitly serving DC,multistate_market_case
VA002,Korea Daily Washington,Virginia,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language daily/news operation within Korea Daily network | current Annandale office and contact listed; established Korean community news brand,Korean-language daily/news operation within Korea Daily network,verified_include_with_directory_evidence,Retain; deeper pass should verify current local edition/staff directly.
VA001,Korea Times Washington,Virginia,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language daily newspaper within Korea Times network | Virginia Humanities documents five-day print plus Saturday e-edition,Korean-language daily newspaper within Korea Times network,local newsroom staff and Annandale base serving Korean-American diaspora,https://virginiahumanities.org/2023/05/a-korean-language-daily-bridges-the-gap-for-those-new-to-america/
VA008,Las Américas Newspaper,Virginia,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language weekly newspaper | listed in Virginia newspaper directories,Spanish-language weekly newspaper,but strong current 2026 publication evidence not established,https://kiwix.thunderforge.net/content/wikipedia_en_all_maxi_2025-08/List_of_newspapers_in_Virginia
VA009,The Korean Weekly,Virginia,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Korean-language weekly newspaper | current Korean business directory lists Fairfax office,Korean-language weekly newspaper,but newsroom cadence/website not established,https://dc.koreaportal.com/yp/yp_list.php?index=9&mcode=med&scode=med_02
VA005,VATV / Viet Washington DC Radio,Virginia,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese-American radio/television/community media operation | current 2026 site offers news updates,Vietnamese-American radio/television/community media operation,community news and political/economic coverage; Falls Church studio listed,https://vietwdcradio.com/
VA007,VirginiaHispano.com,Virginia,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,mixed_news_directory | Spanish-language statewide directory/news portal | current 2026 site provides Virginia news,Spanish-language statewide directory/news portal,events and service information for Hispanic/Latino community,https://www.virginiahispano.com/index.php
VA006,VirginiaLatino.com,Virginia,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language community directory/news portal | current 2026 site offers Virginia news,Spanish-language community directory/news portal,events,embassies and community information
VA006,VirginiaLatino.com,Virginia,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,mixed_news_directory | Spanish-language community directory/news portal | current 2026 site offers Virginia news,Spanish-language community directory/news portal,events,embassies and community information
WA015,Actitud Latina,Washington,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language educational/informational television/media program | community-media directory; longstanding local-government interview activity,Spanish-language educational/informational television/media program,pending_verification,"Likely eligible as an informational program, but current production cadence should be verified."
WA016,Crossings TV Seattle service,Washington,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | multilingual Asian television network serving Seattle market | multilingual news/information; multi-market service; immigrant-language audiences,multilingual Asian television network serving Seattle market,verified_include,Eligible as a regional/networked comparison case rather than a Seattle-based newsroom.
WA014,El Mundo Seattle,Washington,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language community media | Seattle Votes partner-media listing documents outlet role,Spanish-language community media,pending_verification,Retain candidate; need current direct outlet evidence.
WA017,Ethiopian Community Media Association,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Ethiopian community media organization | directory/discovery evidence only,Ethiopian community media organization,pending_verification,Do not include yet; current journalism output and institutional form need direct verification.
WA011,Filipino American Herald,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Filipino community newspaper | Washington public directories identify outlet and Pacific Northwest range; historical publication well documented,Filipino community newspaper,pending_verification,Keep candidate. Need stronger current publication evidence before final active-frame inclusion.
WA001,International Examiner,Washington,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | 501(c)(3) nonprofit pan-Asian community newsroom | board; staff; 990; distribution; current publishing schedule,501(c)(3) nonprofit pan-Asian community newsroom,verified_include,Very strong institutional case; explicit nonprofit governance and current staff structure.
WA009,Korea Daily Seattle,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language community news outlet | listed by Seattle civic-engagement media partners; Seattle market presence,Korean-language community news outlet,verified_include_with_directory_evidence,"Eligible, but direct current local-site and ownership verification should be added in a later institutional-depth pass."
WA010,Korea Times Seattle,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language community newspaper | listed in current Seattle newspaper directories; Seattle edition identity,Korean-language community newspaper,verified_include_with_directory_evidence,Eligible; direct local institutional page still needs deeper verification.
WA013,La Raza del Noroeste,Washington,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language commercial community publication; Black Press/Sound Publishing network | publisher; advertising structure; local coverage; Spanish-language mission; corporate affiliation,Spanish-language commercial community publication; Black Press/Sound Publishing network,verified_include,Strong network-affiliated comparison case.
WA005,Northwest Vietnamese News,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese community newspaper; independent branch of Nguoi Viet Daily | CEO; editor; assistant editor; family management; TV reporting; community history,Vietnamese community newspaper; independent branch of Nguoi Viet Daily,verified_include,Excellent fit and strong institutional-detail case.
WA012,One Philippines,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,"yes | Filipino community newspaper | Washington public directory lists outlet, address, statewide range",Filipino community newspaper,pending_verification,Retain candidate; current website/activity not independently confirmed.
WA007,Runta News,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Somali/African/Muslim multimedia community outlet | publisher/chief editor; managing editor; current local/community coverage; multimedia operation,Somali/African/Muslim multimedia community outlet,verified_include,Very strong immigrant-serving fit.
WA003,Seattle Chinese Post,Washington,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language digital community publication hosted by nonprofit | current 2026 posts; revived under Asia Pacific Cultural Center after 2023 transfer,Chinese-language digital community publication hosted by nonprofit,verified_include,Strong hosted-media case; institutional change should be coded at host-organization level.
WA019,Seattle Chinese Radio,Washington,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language radio outlet | City of Seattle listed outlet in ethnic/minority media funding program,Chinese-language radio outlet,pending_verification,"Candidate identity is clear, but current 2026 operation and news/public-affairs share need verification."
WA004,Seattle Chinese Times,Washington,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Chinese-language/bilingual community news outlet | current 2026 local/community/election coverage,Chinese-language/bilingual community news outlet,verified_include,Strong current community-news case.
WA018,Seattle Korean Weekly,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean community media outlet | City of Seattle listed as ethnic/minority media award recipient in 2020,Korean community media outlet,pending_verification,Historical/current gap remains. Keep candidate until direct 2026 evidence is found.
WA006,Seattle Viet Times,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese weekly community newspaper | listed in current community-media directories; contact and journalism category visible,Vietnamese weekly community newspaper,verified_include_with_directory_evidence,Current outlet identity supported by community-media directory; direct website not identified in this pass.
WA020,Somali community radio Seattle candidate,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,likely_yes | unresolved Somali broadcast candidate | no unique outlet identity established beyond Runta and known Somali media ecosystem,unresolved Somali broadcast candidate,hold_unresolved,Do not promote to active frame until a distinct current outlet is identified.
WA020,Somali community radio Seattle candidate,Washington,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Somali broadcast candidate | no unique outlet identity established beyond Runta and known Somali media ecosystem,unresolved Somali broadcast candidate,hold_unresolved,Do not promote to active frame until a distinct current outlet is identified.
WA008,The North American Post,Washington,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Japanese-English community newspaper; minority-owned publisher | corporate overview; bilingual mission; circulation; publishing schedule; nonprofit archival arm,Japanese-English community newspaper; minority-owned publisher,verified_include,Strong institutional-variation case; serves Japanese Americans and newly arriving Japanese natives.
WV002,Charleston Gazette-Mail Spanish-language content,West Virginia,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"no_primary_mission | mainstream local/state newspaper with some Spanish-language content | current media directories list Spanish among languages, but institutional mission is general West Virginia news",mainstream local/state newspaper with some Spanish-language content,exclude_current_definition,Boundary comparison only; direct Spanish vertical not established.
WV003,Nuevos Comienzos information network,West Virginia,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,"yes | immigrant-support ministry/community information network | 2026 reporting documents Spanish-speaking immigrant support, translation and integration services",immigrant-support ministry/community information network,classify_information_infrastructure_not_outlet,"Useful immigrant information infrastructure, not journalism outlet."
WV004,West Virginia immigrant/refugee community media lead,West Virginia,community_orientation,mixed_orientation,refugee orientation coexists with another explicit community orientation,likely_yes_if_found | unresolved refugee/diaspora media lead | no distinct sustained immigrant/refugee newsroom verified in first pass,unresolved refugee/diaspora media lead,hold_unresolved,"Retain for deeper community-radio, church/community bulletin and social-video search."
WV004,West Virginia immigrant/refugee community media lead,West Virginia,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved refugee/diaspora media lead | no distinct sustained immigrant/refugee newsroom verified in first pass,unresolved refugee/diaspora media lead,hold_unresolved,"Retain for deeper community-radio, church/community bulletin and social-video search."
WV001,West Virginia Latino/Spanish newsroom lead,West Virginia,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Latino-media lead | systematic first-pass searches did not identify a distinct current West Virginia-based immigrant-serving Spanish-language newsroom,unresolved Latino-media lead,hold_unresolved,"State should be coded as no qualifying outlet identified after first-pass search, not as having no outlets."
WI003,El Conquistador Latino Newspaper,Wisconsin,journalism_intensity,journalism_substantial_mixed_content,sustained journalism coexists with substantial non-journalism content,yes | Spanish-language Latino newspaper/digital outlet | active 2026 news and events; Milwaukee focus,Spanish-language Latino newspaper/digital outlet,verified_include,Strong current Latino community outlet.
WI014,El Hispano Wisconsin,Wisconsin,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,likely_yes | unresolved Spanish-language outlet candidate | exact Wisconsin operation not identified in this pass,unresolved Spanish-language outlet candidate,hold_unresolved,Retain candidate until a distinct current outlet is established.
