outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
SC016,El Patrón 93.5,South Carolina,record_type,unclear,no deterministic record-type rule matched,comparison_or_exclude_core,Spanish-language iHeart commercial radio station,comparison_or_exclude_core,Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.
SC016,El Patrón 93.5,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Myrtle Beach | South Carolina,Spanish-language iHeart commercial radio station,comparison_or_exclude_core,Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.
SC016,El Patrón 93.5,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language iHeart commercial radio station | comparison_or_exclude_core | Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.,Spanish-language iHeart commercial radio station,comparison_or_exclude_core,Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.
SC016,El Patrón 93.5,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language iHeart commercial radio station | Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.,Spanish-language iHeart commercial radio station,comparison_or_exclude_core,Not a strong core newsroom; retain as boundary/comparison Spanish-language media case.
SC019,Fortaleza Cristiana,South Carolina,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Christian Spanish-language newspaper,pending_verification,Retain candidate; verify current publication and journalism content.
SC019,Fortaleza Cristiana,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Christian Spanish-language newspaper,Christian Spanish-language newspaper,pending_verification,Retain candidate; verify current publication and journalism content.
SC019,Fortaleza Cristiana,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Greenville | South Carolina,Christian Spanish-language newspaper,pending_verification,Retain candidate; verify current publication and journalism content.
SC019,Fortaleza Cristiana,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Christian Spanish-language newspaper | pending_verification | Retain candidate; verify current publication and journalism content.,Christian Spanish-language newspaper,pending_verification,Retain candidate; verify current publication and journalism content.
SC019,Fortaleza Cristiana,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Christian Spanish-language newspaper | Retain candidate; verify current publication and journalism content.,Christian Spanish-language newspaper,pending_verification,Retain candidate; verify current publication and journalism content.
SC019,Fortaleza Cristiana,South Carolina,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Christian Spanish-language newspaper,pending_verification,Retain candidate; verify current publication and journalism content.
SC023,Guía Latina Charleston,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language community resource guide tied to Universal Latin News,Spanish-language community resource guide tied to Universal Latin News,classify_hosted_information_project,Do not count as independent newsroom; preserve as information infrastructure under Universal Latin News.
SC023,Guía Latina Charleston,South Carolina,media_format,unclear,no clear primary format found,Spanish-language community resource guide tied to Universal Latin News,Spanish-language community resource guide tied to Universal Latin News,classify_hosted_information_project,Do not count as independent newsroom; preserve as information infrastructure under Universal Latin News.
SC023,Guía Latina Charleston,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Charleston / Berkeley / Dorchester | South Carolina,Spanish-language community resource guide tied to Universal Latin News,classify_hosted_information_project,Do not count as independent newsroom; preserve as information infrastructure under Universal Latin News.
SC023,Guía Latina Charleston,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language community resource guide tied to Universal Latin News | classify_hosted_information_project | Do not count as independent newsroom; preserve as information infrastructure under Universal Latin News.,Spanish-language community resource guide tied to Universal Latin News,classify_hosted_information_project,Do not count as independent newsroom; preserve as information infrastructure under Universal Latin News.
SC020,InSouth Magazine,South Carolina,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Latino/community magazine,pending_verification,Retain candidate pending current activity and journalism verification.
SC020,InSouth Magazine,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latino/community magazine,Latino/community magazine,pending_verification,Retain candidate pending current activity and journalism verification.
SC020,InSouth Magazine,South Carolina,language_model,unclear,language output structure not explicit enough for deterministic coding,Latino/community magazine | state media guide identifies outlet; direct current journalism role not firmly established,Latino/community magazine,pending_verification,Retain candidate pending current activity and journalism verification.
SC020,InSouth Magazine,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latino/community magazine | pending_verification | Retain candidate pending current activity and journalism verification.,Latino/community magazine,pending_verification,Retain candidate pending current activity and journalism verification.
SC020,InSouth Magazine,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latino/community magazine | Retain candidate pending current activity and journalism verification.,Latino/community magazine,pending_verification,Retain candidate pending current activity and journalism verification.
SC020,InSouth Magazine,South Carolina,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Latino/community magazine,pending_verification,Retain candidate pending current activity and journalism verification.
SC004,La Isla Magazine,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,bilingual/Spanish magazine-newspaper and online outlet,bilingual/Spanish magazine-newspaper and online outlet,verified_include_with_secondary_evidence,Eligible; direct institutional details should be added later.
SC004,La Isla Magazine,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Hilton Head / Charleston / Lowcountry | South Carolina,bilingual/Spanish magazine-newspaper and online outlet,verified_include_with_secondary_evidence,Eligible; direct institutional details should be added later.
SC004,La Isla Magazine,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_listing,bilingual/Spanish magazine-newspaper and online outlet,verified_include_with_secondary_evidence,Eligible; direct institutional details should be added later.
SC014,La Jefa 94.9 / 1070 AM,South Carolina,record_type,unclear,no deterministic record-type rule matched,comparison_or_mixed_format,Spanish-language commercial radio station,comparison_or_mixed_format,Keep as mixed-format comparison; sustained journalism not clearly established.
SC014,La Jefa 94.9 / 1070 AM,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language commercial radio station | comparison_or_mixed_format | Keep as mixed-format comparison; sustained journalism not clearly established.,Spanish-language commercial radio station,comparison_or_mixed_format,Keep as mixed-format comparison; sustained journalism not clearly established.
SC014,La Jefa 94.9 / 1070 AM,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language commercial radio station | Keep as mixed-format comparison; sustained journalism not clearly established.,Spanish-language commercial radio station,comparison_or_mixed_format,Keep as mixed-format comparison; sustained journalism not clearly established.
SC015,La KeBuena 1430,South Carolina,record_type,unclear,boundary/pending record requires manual record-type decision,pending_deeper_verification,Spanish-language commercial/community radio station,pending_deeper_verification,Retain; verify journalism/public-affairs content before core inclusion.
SC015,La KeBuena 1430,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language commercial/community radio station,Spanish-language commercial/community radio station,pending_deeper_verification,Retain; verify journalism/public-affairs content before core inclusion.
SC015,La KeBuena 1430,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Hilton Head / Bluffton / Beaufort | South Carolina,Spanish-language commercial/community radio station,pending_deeper_verification,Retain; verify journalism/public-affairs content before core inclusion.
SC015,La KeBuena 1430,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language commercial/community radio station | pending_deeper_verification | Retain; verify journalism/public-affairs content before core inclusion.,Spanish-language commercial/community radio station,pending_deeper_verification,Retain; verify journalism/public-affairs content before core inclusion.
SC015,La KeBuena 1430,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language commercial/community radio station | Retain; verify journalism/public-affairs content before core inclusion.,Spanish-language commercial/community radio station,pending_deeper_verification,Retain; verify journalism/public-affairs content before core inclusion.
SC015,La KeBuena 1430,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_listing,Spanish-language commercial/community radio station,pending_deeper_verification,Retain; verify journalism/public-affairs content before core inclusion.
SC024,La Mega Nota SC market candidate,South Carolina,record_type,unclear,boundary/pending record requires manual record-type decision,hold_unresolved,unresolved Spanish-language regional media candidate,hold_unresolved,Retain candidate only until a specific current SC operation is identified.
SC024,La Mega Nota SC market candidate,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,unresolved Spanish-language regional media candidate,unresolved Spanish-language regional media candidate,hold_unresolved,Retain candidate only until a specific current SC operation is identified.
SC024,La Mega Nota SC market candidate,South Carolina,media_format,unclear,no clear primary format found,unresolved Spanish-language regional media candidate,unresolved Spanish-language regional media candidate,hold_unresolved,Retain candidate only until a specific current SC operation is identified.
SC024,La Mega Nota SC market candidate,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,unresolved Spanish-language regional media candidate | hold_unresolved | Retain candidate only until a specific current SC operation is identified.,unresolved Spanish-language regional media candidate,hold_unresolved,Retain candidate only until a specific current SC operation is identified.
SC024,La Mega Nota SC market candidate,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,unresolved Spanish-language regional media candidate | Retain candidate only until a specific current SC operation is identified.,unresolved Spanish-language regional media candidate,hold_unresolved,Retain candidate only until a specific current SC operation is identified.
SC024,La Mega Nota SC market candidate,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,unresolved,unresolved Spanish-language regional media candidate,hold_unresolved,Retain candidate only until a specific current SC operation is identified.
SC005,La Nación Hispana,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language weekly newspaper/digital outlet,Spanish-language weekly newspaper/digital outlet,verified_include_with_secondary_evidence,Eligible provisionally; confirm 2026 cadence and ownership in deeper pass.
SC005,La Nación Hispana,South Carolina,media_format,print,print plus companion digital presence; verify whether digital is co-primary,Spanish-language weekly newspaper/digital outlet,Spanish-language weekly newspaper/digital outlet,verified_include_with_secondary_evidence,Eligible provisionally; confirm 2026 cadence and ownership in deeper pass.
SC005,La Nación Hispana,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Greenville / Upstate | South Carolina,Spanish-language weekly newspaper/digital outlet,verified_include_with_secondary_evidence,Eligible provisionally; confirm 2026 cadence and ownership in deeper pass.
SC021,La Noticia - Rock Hill/SC market,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,North Carolina-based Spanish-language newsroom serving SC market,North Carolina-based Spanish-language newsroom serving SC market,multistate_market_case,Do not count as South Carolina-based; retain as market-serving cross-state outlet.
SC021,La Noticia - Rock Hill/SC market,South Carolina,media_format,unclear,no clear primary format found,North Carolina-based Spanish-language newsroom serving SC market,North Carolina-based Spanish-language newsroom serving SC market,multistate_market_case,Do not count as South Carolina-based; retain as market-serving cross-state outlet.
SC021,La Noticia - Rock Hill/SC market,South Carolina,institutional_relationship,same_outlet_multijurisdiction,market appearance implies cross-jurisdiction relationship but counterpart must be manually confirmed,North Carolina-based Spanish-language newsroom serving SC market | multistate_market_case | Do not count as South Carolina-based; retain as market-serving cross-state outlet.,North Carolina-based Spanish-language newsroom serving SC market,multistate_market_case,Do not count as South Carolina-based; retain as market-serving cross-state outlet.
SC021,La Noticia - Rock Hill/SC market,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,North Carolina-based Spanish-language newsroom serving SC market | Do not count as South Carolina-based; retain as market-serving cross-state outlet.,North Carolina-based Spanish-language newsroom serving SC market,multistate_market_case,Do not count as South Carolina-based; retain as market-serving cross-state outlet.
SC011,La Raza Charleston,South Carolina,institutional_relationship,same_outlet_multijurisdiction,market appearance implies cross-jurisdiction relationship but counterpart must be manually confirmed,Spanish-language commercial radio station within Norsan Media | verified_include_market_case | Include as market-serving Spanish radio; journalism/public-affairs share should be coded separately.,Spanish-language commercial radio station within Norsan Media,verified_include_market_case,Include as market-serving Spanish radio; journalism/public-affairs share should be coded separately.
SC011,La Raza Charleston,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language commercial radio station within Norsan Media | Include as market-serving Spanish radio; journalism/public-affairs share should be coded separately.,Spanish-language commercial radio station within Norsan Media,verified_include_market_case,Include as market-serving Spanish radio; journalism/public-affairs share should be coded separately.
SC012,La Raza Columbia,South Carolina,institutional_relationship,same_outlet_multijurisdiction,market appearance implies cross-jurisdiction relationship but counterpart must be manually confirmed,Spanish-language commercial radio station within Norsan Media | verified_include_market_case | Include as market-serving Spanish radio; avoid double-counting parent network.,Spanish-language commercial radio station within Norsan Media,verified_include_market_case,Include as market-serving Spanish radio; avoid double-counting parent network.
SC012,La Raza Columbia,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language commercial radio station within Norsan Media | Include as market-serving Spanish radio; avoid double-counting parent network.,Spanish-language commercial radio station within Norsan Media,verified_include_market_case,Include as market-serving Spanish radio; avoid double-counting parent network.
SC002,Latino Newspaper / Latino SC,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language statewide newspaper and online outlet,Spanish-language statewide newspaper and online outlet,verified_include_with_directory_evidence,"Strong candidate; deeper pass should add current ownership, staff and publication cadence."
SC002,Latino Newspaper / Latino SC,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_listing,Spanish-language statewide newspaper and online outlet,verified_include_with_directory_evidence,"Strong candidate; deeper pass should add current ownership, staff and publication cadence."
SC007,LatinX Today News,South Carolina,record_type,unclear,boundary/pending record requires manual record-type decision,pending_deeper_verification,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC007,LatinX Today News,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latinx online news outlet,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC007,LatinX Today News,South Carolina,language_model,unclear,language output structure not explicit enough for deterministic coding,Latinx online news outlet | listed by South Carolina DPH as online media outlet serving Lowcountry/statewide,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC007,LatinX Today News,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latinx online news outlet | pending_deeper_verification | Retain; direct current newsroom/activity evidence still needed.,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC007,LatinX Today News,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latinx online news outlet | Retain; direct current newsroom/activity evidence still needed.,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC007,LatinX Today News,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_listing,Latinx online news outlet,pending_deeper_verification,Retain; direct current newsroom/activity evidence still needed.
SC022,Norsan Media South Carolina,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language media parent/network,Spanish-language media parent/network,classify_intermediary_host,Do not count as one outlet; add to host/network table.
SC022,Norsan Media South Carolina,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Charleston / Columbia | South Carolina,Spanish-language media parent/network,classify_intermediary_host,Do not count as one outlet; add to host/network table.
SC022,Norsan Media South Carolina,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language media parent/network | classify_intermediary_host | Do not count as one outlet; add to host/network table.,Spanish-language media parent/network,classify_intermediary_host,Do not count as one outlet; add to host/network table.
SC006,Pasa La Voz Noticias,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,independent Spanish-language newsroom,independent Spanish-language newsroom,verified_include,Excellent core immigrant-serving case.
SC006,Pasa La Voz Noticias,South Carolina,media_format,unclear,no clear primary format found,independent Spanish-language newsroom,independent Spanish-language newsroom,verified_include,Excellent core immigrant-serving case.
SC006,Pasa La Voz Noticias,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,South Carolina / Georgia | South Carolina,independent Spanish-language newsroom,verified_include,Excellent core immigrant-serving case.
SC017,Radio Revive,South Carolina,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,online Spanish-language radio,pending_verification,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC017,Radio Revive,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,online Spanish-language radio,online Spanish-language radio,pending_verification,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC017,Radio Revive,South Carolina,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,online Spanish-language radio | pending_verification | Retain pending direct evidence of sustained journalism/public-affairs programming.,online Spanish-language radio,pending_verification,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC017,Radio Revive,South Carolina,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,online Spanish-language radio | Retain pending direct evidence of sustained journalism/public-affairs programming.,online Spanish-language radio,pending_verification,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC017,Radio Revive,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_listing,online Spanish-language radio,pending_verification,Retain pending direct evidence of sustained journalism/public-affairs programming.
SC009,SC Live TV,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latino online TV/media outlet,Latino online TV/media outlet,verified_include_mixed_format,Eligible as mixed-format Latino media; code journalism share separately.
SC009,SC Live TV,South Carolina,language_model,unclear,language output structure not explicit enough for deterministic coding,"Latino online TV/media outlet | South Carolina Commission for Minority Affairs describes entertainment, music, shows and breaking news; statewide Latino-media role",Latino online TV/media outlet,verified_include_mixed_format,Eligible as mixed-format Latino media; code journalism share separately.
SC009,SC Live TV,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_listing,Latino online TV/media outlet,verified_include_mixed_format,Eligible as mixed-format Latino media; code journalism share separately.
SC018,Telemundo South Carolina / GrayTV Telemundo,South Carolina,record_type,network_affiliate_or_local_station,parent/network wording should be relationship-reviewed,verified_include,Spanish-language local television newsroom within Gray Media,verified_include,Strong large-network local-news comparison case.
SC018,Telemundo South Carolina / GrayTV Telemundo,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language local television newsroom within Gray Media,Spanish-language local television newsroom within Gray Media,verified_include,Strong large-network local-news comparison case.
SC018,Telemundo South Carolina / GrayTV Telemundo,South Carolina,institutional_relationship,network_affiliate,network/local affiliation detected; verify parent structure,Spanish-language local television newsroom within Gray Media | verified_include | Strong large-network local-news comparison case.,Spanish-language local television newsroom within Gray Media,verified_include,Strong large-network local-news comparison case.
SC018,Telemundo South Carolina / GrayTV Telemundo,South Carolina,newsroom_independence_form,network_local_newsroom,network structure detected; local newsroom autonomy is not being inferred,Spanish-language local television newsroom within Gray Media | Strong large-network local-news comparison case.,Spanish-language local television newsroom within Gray Media,verified_include,Strong large-network local-news comparison case.
SC008,Universal Latin News Charleston,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language online newspaper/digital platform,Spanish-language online newspaper/digital platform,verified_include,Strong current Lowcountry case.
SC008,Universal Latin News Charleston,South Carolina,media_format,print,print plus companion digital presence; verify whether digital is co-primary,Spanish-language online newspaper/digital platform,Spanish-language online newspaper/digital platform,verified_include,Strong current Lowcountry case.
SC008,Universal Latin News Charleston,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Charleston / Lowcountry | South Carolina,Spanish-language online newspaper/digital platform,verified_include,Strong current Lowcountry case.
SC010,VaqueVA Revista,South Carolina,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language magazine and online radio,Spanish-language magazine and online radio,verified_include_mixed_format,Eligible as mixed-format immigrant-serving media; direct website/current staff not established.
SC010,VaqueVA Revista,South Carolina,media_format,mixed_platform,multiple central formats detected; manual check recommended,Spanish-language magazine and online radio,Spanish-language magazine and online radio,verified_include_mixed_format,Eligible as mixed-format immigrant-serving media; direct website/current staff not established.
SC010,VaqueVA Revista,South Carolina,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Beaufort / Hilton Head / Lowcountry | South Carolina,Spanish-language magazine and online radio,verified_include_mixed_format,Eligible as mixed-format immigrant-serving media; direct website/current staff not established.
SC010,VaqueVA Revista,South Carolina,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,current_public_listing,Spanish-language magazine and online radio,verified_include_mixed_format,Eligible as mixed-format immigrant-serving media; direct website/current staff not established.
SD001,El Sol Media Group / El Sol Newspaper,South Dakota,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language newspaper within local media group,Spanish-language newspaper within local media group,verified_include,Strong Latino community-media case.
SD001,El Sol Media Group / El Sol Newspaper,South Dakota,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language newspaper within local media group | verified_include | Strong Latino community-media case.,Spanish-language newspaper within local media group,verified_include,Strong Latino community-media case.
SD001,El Sol Media Group / El Sol Newspaper,South Dakota,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language newspaper within local media group | Strong Latino community-media case.,Spanish-language newspaper within local media group,verified_include,Strong Latino community-media case.
SD002,El Sol Television,South Dakota,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language television program within El Sol Media Group,Spanish-language television program within El Sol Media Group,verified_include_hosted_program,Link to SD001 host; do not treat host and program as unrelated organizations.
SD003,Que Pasa Sioux Falls,South Dakota,media_format,unclear,no clear primary format found,community nonprofit/information-news platform,community nonprofit/information-news platform,verified_include_mixed_format,Eligible as hybrid information/news infrastructure; deeper pass should assess original reporting frequency.
SD003,Que Pasa Sioux Falls,South Dakota,language_model,unclear,language output structure not explicit enough for deterministic coding,"community nonprofit/information-news platform | explicit mission to provide essential news, resources and opportunities in Spanish for Hispanic and immigrant community",community nonprofit/information-news platform,verified_include_mixed_format,Eligible as hybrid information/news infrastructure; deeper pass should assess original reporting frequency.
SD003,Que Pasa Sioux Falls,South Dakota,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Sioux Falls | South Dakota,community nonprofit/information-news platform,verified_include_mixed_format,Eligible as hybrid information/news infrastructure; deeper pass should assess original reporting frequency.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,record_type,unclear,boundary/pending record requires manual record-type decision,hold_unresolved,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,unresolved refugee-language media lead,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,media_format,unclear,no clear primary format found,unresolved refugee-language media lead,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,language_model,unclear,language output structure not explicit enough for deterministic coding,unresolved refugee-language media lead | no distinct sustained newsroom verified in first pass,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Sioux Falls | South Dakota,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,unresolved refugee-language media lead | hold_unresolved | Retain for deeper community-radio/social-video search.,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,unresolved refugee-language media lead | Retain for deeper community-radio/social-video search.,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
SD004,Sioux Falls Somali/refugee media lead,South Dakota,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,unresolved,unresolved refugee-language media lead,hold_unresolved,Retain for deeper community-radio/social-video search.
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,record_type,unclear,no deterministic record-type rule matched,history,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,language_model,unclear,language output structure not explicit enough for deterministic coding,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association | launched Apr. 2026; weekly discussion of Kurdish culture,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Nashville / Middle Tennessee | Tennessee,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association | history | verified_include_hosted_program,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN005,Dengê Kurdistan / Voice of Kurdistan,Tennessee,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association | verified_include_hosted_program,weekly Kurdish community radio program hosted by WXNA and Kurdish Culture & Music Association,history,verified_include_hosted_program
TN006,El Crucero de Tennessee,Tennessee,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Spanish-language weekly newspaper,pending_verification,Retain pending current publication evidence.
TN006,El Crucero de Tennessee,Tennessee,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language weekly newspaper,Spanish-language weekly newspaper,pending_verification,Retain pending current publication evidence.
TN006,El Crucero de Tennessee,Tennessee,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Nashville / Middle Tennessee | Tennessee,Spanish-language weekly newspaper,pending_verification,Retain pending current publication evidence.
TN006,El Crucero de Tennessee,Tennessee,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language weekly newspaper | pending_verification | Retain pending current publication evidence.,Spanish-language weekly newspaper,pending_verification,Retain pending current publication evidence.
TN006,El Crucero de Tennessee,Tennessee,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language weekly newspaper | Retain pending current publication evidence.,Spanish-language weekly newspaper,pending_verification,Retain pending current publication evidence.
TN007,La Prensa Latina,Tennessee,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Spanish-language Memphis newspaper,pending_verification,Retain candidate; avoid treating as active without current evidence.
TN007,La Prensa Latina,Tennessee,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language Memphis newspaper,Spanish-language Memphis newspaper,pending_verification,Retain candidate; avoid treating as active without current evidence.
TN007,La Prensa Latina,Tennessee,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Memphis | Tennessee,Spanish-language Memphis newspaper,pending_verification,Retain candidate; avoid treating as active without current evidence.
TN007,La Prensa Latina,Tennessee,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language Memphis newspaper | pending_verification | Retain candidate; avoid treating as active without current evidence.,Spanish-language Memphis newspaper,pending_verification,Retain candidate; avoid treating as active without current evidence.
