outlet_id,organization_id,outlet_name,jurisdiction,state_or_market,city_or_scope,website,record_type,ownership_or_governance_form_phase1a,media_format,language_model,community_orientation,geographic_scope,founding_year,founding_status,founder_or_origin_note,parent_or_host_name,parent_resource_relationship,legal_organizational_form,ownership_structure,governing_board_public,board_or_governance_url,public_staff_count,staff_size_band,staff_count_basis,editorial_leadership_public,public_editorial_roles,employment_model_public,revenue_model,revenue_sources_public,annual_revenue_amount,annual_revenue_year,revenue_band,funders_publicly_named,named_funders,funding_source_url,network_memberships,network_membership_status,collaborative_partnerships_public,partnership_note,legal_support_status,legal_support_scope,legal_support_provider,legal_support_source_url,legal_support_disclosure_status,safety_support_status,safety_support_types,safety_policy_public,safety_source_url,editorial_policy_public,corrections_policy_public,ethics_policy_public,privacy_or_source_policy_public,publishing_cadence,platform_presence,platform_dependence_public_signal,platform_monetization_status,monetized_platforms,platform_monetization_model,platform_revenue_dependency,platform_revenue_share_or_amount,platform_revenue_evidence_url,referral_dependency_status,major_referral_sources,owned_audience_channels,owned_audience_strength_public_signal,platform_policy_financial_exposure,documented_demonetization_or_restriction_event,platform_risk_source_url,revenue_concentration_public_signal,grant_dependency_public_signal,government_advertising_dependency_public_signal,major_funding_loss_event_public,financial_security_note,public_contact_available,public_contact_type,editor_or_leader_name_public,editor_or_leader_role_public,recruitment_source_url,primary_enrichment_source_url,secondary_enrichment_source_url,source_type,evidence_date,date_checked,enrichment_confidence,enrichment_notes,enrichment_version
PA009,,Metro Viet News,Pennsylvania,Pennsylvania,Greater Philadelphia,https://newmainstreammedia.com/,standalone_outlet,unclear,unclear,single_non_english,diaspora_national_origin,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,,,,,not_searched,,phase1b-v1.0
PA014,,Philadelphia Asian News,Pennsylvania,Pennsylvania,Philadelphia,,standalone_outlet,unclear,unclear,unclear,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.inquirer.com/business/philadelphia-asian-media-coalition-david-oh-20240408.html,,,,,not_searched,,phase1b-v1.0
PA020,,Pittsburgh Latino Magazine / PRESENTE Pittsburgh Media,Pennsylvania,Pennsylvania,Pittsburgh / Western Pennsylvania,https://pitlatinomag.com/,standalone_outlet,for_profit_private,print,bilingual,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://pitlatinomag.com/about/,,,,,not_searched,,phase1b-v1.0
PA025,,Telemundo 62 / WWSI,Pennsylvania,Pennsylvania,Philadelphia,https://www.telemundo62.com/,network_affiliate_or_local_station,unclear,television,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.telemundo62.com/noticias/local/,,,,,not_searched,,phase1b-v1.0
PA012,,The Korea Times Philadelphia,Pennsylvania,Pennsylvania,Elkins Park / Philadelphia metro,https://koreatimesphila.com/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://koreatimesphila.com/,,,,,not_searched,,phase1b-v1.0
PA026,,Univision 65 / WUVP,Pennsylvania,Pennsylvania,Philadelphia,https://www.univision.com/local/philadelphia-wuvp,network_affiliate_or_local_station,unclear,television,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.univision.com/local/philadelphia-wuvp/quienes-somos,,,,,not_searched,,phase1b-v1.0
PA024,,WFMZ Edición en Español,Pennsylvania,Pennsylvania,Lehigh Valley / Allentown,https://www.wfmz.com/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.wfmz.com/,,,,,not_searched,,phase1b-v1.0
RI001,,Acontecer Latino,Rhode Island,Rhode Island,Providence / statewide,https://acontecerlatino.com/,standalone_outlet,unclear,unclear,single_non_english,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://acontecerlatino.com/,,,,,not_searched,,phase1b-v1.0
RI002,,Noticias Rhode Island,Rhode Island,Rhode Island,Statewide,https://noticiasrhodeisland.com/,standalone_outlet,unclear,unclear,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://noticiasrhodeisland.com/,,,,,not_searched,,phase1b-v1.0
SC013,,Activa Radio Greenville,South Carolina,South Carolina,Greenville / Spartanburg,https://activanetwork.com/greenville,standalone_outlet,for_profit_private,radio,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,,,,,not_searched,,phase1b-v1.0
SC001,,El Informador,South Carolina,South Carolina,Charleston / Hilton Head / Lowcountry,https://www.elinformador.us/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.elinformador.us/advertise-with-us/about-us/,,,,,not_searched,,phase1b-v1.0
SC004,,La Isla Magazine,South Carolina,South Carolina,Hilton Head / Charleston / Lowcountry,https://www.laislamagazine.com/,standalone_outlet,unclear,print,bilingual,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,,,,,not_searched,,phase1b-v1.0
SC005,,La Nación Hispana,South Carolina,South Carolina,Greenville / Upstate,https://www.lanacionhispana.com/,standalone_outlet,unclear,print,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://cervantesobservatorio.fas.harvard.edu/sites/default/files/019_informes_periodismo_espanol_estados_unidos.pdf,,,,,not_searched,,phase1b-v1.0
SC011,,La Raza Charleston,South Carolina,South Carolina,Charleston,https://laraza.com/,market_appearance,for_profit_private,radio,single_non_english,language_community,multistate_or_regional,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,,,,,not_searched,,phase1b-v1.0
SC012,,La Raza Columbia,South Carolina,South Carolina,Columbia,https://laraza.com/,market_appearance,for_profit_private,radio,single_non_english,language_community,multistate_or_regional,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,,,,,not_searched,,phase1b-v1.0
SC002,,Latino Newspaper / Latino SC,South Carolina,South Carolina,Greenville / statewide,https://latino4u.net/,standalone_outlet,unclear,print,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,,,,,not_searched,,phase1b-v1.0
SC003,,Nuestro Estado,South Carolina,South Carolina,Charleston / statewide,https://nuestroestado.com/,standalone_outlet,community_or_civic_organization_based,digital,single_non_english,immigrant_general,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://nuestroestado.com/sobre-nosotros-3/,,,,,not_searched,,phase1b-v1.0
SC006,,Pasa La Voz Noticias,South Carolina,South Carolina,South Carolina / Georgia,https://pasalavoznoticias.org/,standalone_outlet,unclear,unclear,single_non_english,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://pasalavoznoticias.org/sobre-nosotros-2/,,,,,not_searched,,phase1b-v1.0
SC009,,SC Live TV,South Carolina,South Carolina,Statewide,https://sclivetv.com/,standalone_outlet,unclear,television,unclear,unclear,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.scstatehouse.gov/reports/aar2024/L460.pdf,,,,,not_searched,,phase1b-v1.0
SC018,,Telemundo South Carolina / GrayTV Telemundo,South Carolina,South Carolina,Greenville / statewide,https://www.telemundogreenvillesc.com/,network_affiliate_or_local_station,unclear,television,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.telemundogreenvillesc.com/,,,,,not_searched,,phase1b-v1.0
SC008,,Universal Latin News Charleston,South Carolina,South Carolina,Charleston / Lowcountry,https://universallatinnews.com/,standalone_outlet,unclear,print,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://universallatinnews.com/,,,,,not_searched,,phase1b-v1.0
SC010,,VaqueVA Revista,South Carolina,South Carolina,Beaufort / Hilton Head / Lowcountry,,standalone_outlet,unclear,mixed_platform,single_non_english,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,,,,,not_searched,,phase1b-v1.0
SD001,,El Sol Media Group / El Sol Newspaper,South Dakota,South Dakota,Sioux Falls / statewide,https://www.elsolmedia.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.elsolmedia.com/about-us.html,,,,,not_searched,,phase1b-v1.0
SD002,,El Sol Television,South Dakota,South Dakota,Sioux Falls / statewide,https://www.elsolmedia.com/,hosted_program,unclear,television,single_non_english,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.elsolmedia.com/advertise-with-us.html,,,,,not_searched,,phase1b-v1.0
SD003,,Que Pasa Sioux Falls,South Dakota,South Dakota,Sioux Falls,https://quepasasiouxfalls.org/,standalone_outlet,nonprofit,unclear,unclear,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://quepasasiouxfalls.org/,,,,,not_searched,,phase1b-v1.0
TN001,,Memphis Noticias,Tennessee,Tennessee,Memphis / West Tennessee,https://memphisnoticias.com/,standalone_outlet,unclear,digital,single_non_english,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://memphisnoticias.com/our-story/,,,,,not_searched,,phase1b-v1.0
TN002,,Nashville Noticias,Tennessee,Tennessee,Nashville / Middle Tennessee,https://nashvillenoticias.com/,standalone_outlet,for_profit_private,unclear,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://nashvillenoticias.com/,,,,,not_searched,,phase1b-v1.0
TN004,,Que Pasa Nashville,Tennessee,Tennessee,Nashville / Middle Tennessee,https://www.newschannel5.com/plus/que-pasa-nashville,hosted_program,unclear,unclear,unclear,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.newschannel5.com/plus/que-pasa-nashville,,,,,not_searched,,phase1b-v1.0
TX022,,Al Día Dallas,Texas,Texas,Dallas-Fort Worth,https://www.dallasnews.com/espanol/al-dia/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.dallasnews.com/espanol/al-dia/,,,,,not_searched,,phase1b-v1.0
TX006,,Arab Voices,Texas,Texas,Houston,https://www.arabvoices.net/,standalone_outlet,unclear,radio,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.arabvoices.net/about.htm,,,,,not_searched,,phase1b-v1.0
TX019,,Dallas Chinese News Network,Texas,Texas,Dallas-Fort Worth,https://dcnn.info/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dcnn.info/,,,,,not_searched,,phase1b-v1.0
TX028,,Dallas Weekly,Texas,Texas,Dallas-Fort Worth,https://dallasweekly.com/,standalone_outlet,unclear,unclear,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://dallasweekly.com/about/,,,,,not_searched,,phase1b-v1.0
TX014,,El Mundo Newspaper,Texas,Texas,Austin / Central Texas,https://elmundonewspaper.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://en.wikipedia.org/wiki/El_Mundo_(Texas),,,,,not_searched,,phase1b-v1.0
TX008,,HUM FM 103.5,Texas,Texas,Houston,,standalone_outlet,for_profit_private,radio,multilingual,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.houstonchronicle.com/news/houston-texas/article/houston-ethnic-media-outlets-19746037.php,,,,,not_searched,,phase1b-v1.0
TX024,,India Herald,Texas,Texas,Houston / Sugar Land,https://india-herald.com/,standalone_outlet,unclear,print,unclear,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://india-herald.com/,,,,,not_searched,,phase1b-v1.0
TX007,,Indo American News,Texas,Texas,Houston,https://indoamerican-news.com/,standalone_outlet,unclear,mixed_platform,unclear,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://indoamerican-news.com/about-ian/,,,,,not_searched,,phase1b-v1.0
TX015,,La Prensa Texas,Texas,Texas,San Antonio,https://www.laprensatexas.com/,standalone_outlet,unclear,print,bilingual,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.laprensatexas.com/about,,,,,not_searched,,phase1b-v1.0
TX001,,La Voz de Denver Harbor,Texas,Texas,Houston,https://lavozdedenverharbor.com/,standalone_outlet,unclear,print,unclear,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://lavozdedenverharbor.com/,,,,,not_searched,,phase1b-v1.0
TX013,,La Voz de Houston,Texas,Texas,Houston,https://www.houstonchronicle.com/la-voz/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.houstonchronicle.com/la-voz/,,,,,not_searched,,phase1b-v1.0
